@relation Liepzig_test

@attribute text string
@attribute @@class@@ {FR,DE,EN,IT,PT,ES}

@data
'11 de fevereiro de 2015 às 13:23 Parabéns pela sua atitude Sandra!',PT
'11) Você não faz contribuições significativas Dizer alguma coisa em uma reunião apenas por falar não acrescenta nada de produtivo.',PT
'13:10 - Plageou algumas frases de outros comentários, mas com esse seu Grande Fascínio pelo H grande, faz de conta que não percebemos quem é..',PT
'14:15h às 15:30h - Critérios técnicos visando a escolha de variedades de café para um plantio de sucesso - Dr.',PT
'14 de janeiro de 2011 No início era o musgo argentino..',PT
'15/08/2014 07h55m - Atualizado em 15/08/2014 07h55m 28º Salão Nacional de Poesia Psiu Poético terá antologia comemorativaEntre os dias 4 e 12 de outubro acontecerá o Salão Nacional de Poesia Psiu Poético e neste ano cumprirá a 28ª edição ininterrupta.',PT
'15 de agosto de 2011 às 08:16 Esse posto e famoso no bairro varias tentativas de roubo, cadeia nessa cambada concordo com o que o moreno falo e de mais esse perdeu, perdeu.',PT
'15 de janeiro de 2014 at 18:29 Parabéns pela ótima reportagem e fotos.',PT
'16 de abril - Dia Mundial da Voz - TRIBUNA POPULARBorda da Mata, Bom Repouso, Senador José Bento e Tocos do Moji.',PT
'17/04 (sexta-feira) as Agências de Correios abrem normalmente. 18/04 (sábado) as Agências de Correios que abrem no sábado funcionam normalmente.',PT
'17) A rigidez é boa na pedra, não no homem.',PT
'19/07/2015 - Falecimento de Darci Tabanez dos Santos Ocorrido no dia 19/07 aos 69 anos.',PT
'1 comment to Lindbergh terá que suar camisa por apoio de petistas 3 de fevereiro de 2014 at 16:32 A presidente Dilma não vai atrelar sua candidatura ao projeto do PT no Rio.',PT
'2010 – Não aceitarei pressões do meu chefe. 2011 – Não permitirei que meu chefe me leve ao suicídio. 2012 – Lutarei por meus direitos qdo meu chefe me torturar.',PT
'22 de novembro de 2015Fundado em 29 de dezembro de 1864 Siga-nos no FacebookSiga-nos no Google + LOCALIDADE (Portugal)Santa Cruz das Flores artigos encontrados A nova vaga de discos dos heróis da new-wave Ameaça à Europa.',PT
'23 de Agosto de 2013 (sexta-feira) Se achou este artigo interessante, adicione-o aos seus "Social bookmarks" Deixe-nos a sua opiniãoClique aqui para cancelar a resposta.',PT
'23 de novembro de 2011 às 10:15 Coitadinho… Menos um pra dar trabalho pra PM 23 de novembro de 2011 às 11:58 23 de novembro de 2011 às 12:32 Três capacetes?',PT
'24 de agosto de 2011 às 14:28 Enquanto tivermos na direção gremistas indivíduos “arrogantes”, “prepotentes”, se achando os “donos” do clube não conquistaremos nenhum título ao longo dos anos.',PT
'25/04/15 - Tatuí recebe no “Paulo Setúbal” 1ª edição de projeto sorocabano O MACS – Museu de Arte Contemporânea de Sorocaba realiza a 1a edição do projeto “MACS Fora de Casa”, em Tatuí.',PT
'26.10.2015 às 12:03hs Grande contemplação para Várzea Grande.',PT
'26 de outubro de 2012 às 08:42 quando agente pega o bandido, ninguém quer ir na delegacia ser testemunha, a lei ajuda a deixar o cara solto, olha o resultado….',PT
'3 - Antony Leeuwenhoek e as bactérias Holandês que não era médico, nascido em 1632 e que viveu 91 anos.',PT
'4-Dinheiro não traz felicidade.',PT
'4- Escolha do bico ortodôntico com tamanho adequado de furo – Existem furos adaptados a cada tipo de alimento, ou seja, diversos tamanhos de furos para diferentes consistências de alimentos.',PT
'4. O casamento deve basear-se na amizade e no respeito mútuo.',PT
'! 4- Qual a diferença do jogador alemão para o brasileiro?',PT
'53,2 mil alunos da rede estadual no Alto Tietê farão as provas do Saresp Nos próximos dias 11 e 12 de novembro, 53,2 mil estudantes do Alto Tietê farão as provas do Sistema de Avaliação de Rendimento Escolar do Estado de São Paulo (Saresp).',PT
'5 comentários para “E aí, como fica o UFC de sábado?',PT
'5 shows musicais na 3ª festa dos Amigos da Cavalgada Está anunciada para os dias 3 e 4 de novembro a 3ª Festa dos Amigos da Cavalgada, que acontecerá em meio a shows de Mulheres Perdidas, Rian Girotto, Vanoly Cigano, 1 Love a 2 e Gero êêê Paixão.',PT
'6 - Não ser educado e parar de aprender A educação no sentido formal, mesmo com todos seus defeitos, ainda é uma grande base para muitas coisas na vida.',PT
'70 vezes Chico Buarque — CartaCapital70 vezes Chico Buarque Crônica / Matheus Pichonelli70 vezes Chico Buarque Uma seleção com alguns dos mais belos versos do aniversariante do dia.',PT
'9º Dígito – Possui versão paga (US$0,99) para iOS e versão paga (R$ 2,52) para Android.',PT
'A 18ª edição chega repleta de novidades e tendências para a nova estação, que se inicia em 23 de setembro.',PT
'A 26 de Julho a EDP foi vítima de furtos nas localidades de Raposeira, casal Alvito e Fraldeu, no concelho de Óbidos, onde desapareceram vários cabos de cobre.',PT
'A 2 ª jornada joga-se no domingo 17 de Setembro às 17h00.',PT
'A AACC hospeda a criança e um acompanhante, a maioria do interior do Estado.',PT
'A abertura de “Beijo Amargo” é célebre e didática: a prostituta que teve o cabelo raspado por se insurgir contra o cafetão, bate nele para recuperar o dinheiro que lhe deve.',PT
'A absolvição dele parece meio a margem desses detalhes técnicos.',PT
'A academia absolutamente não tem compreensão clara dos desenvolvimentos geopolíticos e técnicos em curso hoje, nem da intersecção entre essas duas áreas.',PT
'A ação – apesar de ser em Santa Catarina – atende a um desejo já expresso do presidente nacional do PTB, Roberto Jefferson.',PT
'A ação, batizada de “Operação Progresso”, tem como objetivo a desarticulação de indivíduos e associações criminosas ligadas com o tráfico de drogas.',PT
'A ação é uma iniciativa do Movimento “Eu dou Sangue Pelo Brasil” e conta com o apoio da Prefeitura de São Paulo por meio do Departamento de Iluminação Pública (Ilume).',PT
'A ação faz parte da litigância estratégica do projeto Fazendo a Diferença, financiado pelo Fundo Brasil de Direitos Humanos.',PT
'A ação foi decorrência da decisão do Juiz Chris Piazza, do Circuito do Condado de Pulaski, na sexta-feira (9), de que a votação pública contra o casamento gay era inconstitucional.',PT
'A ação foi movida pelo Sismuvel (Sindicato dos Servidores e Funcionários Públicos do Município de Cascavel) contra o IPMC (Instituto de Previdência dos Servidores do Município de Cascavel).',PT
'A ação foi proposta pelo Ministério Público do Estado de Goiás (MPGO) após inspeção do Procon municipal que apurou a existência da prática de preços abusivos no fornecimento de combustíveis na cidade.',PT
'A ação mostra que não vamos tolerar a criminalidade no Rio Grande do Norte”, declarou o delegado.',PT
'07:00 DGAP-Adhoc: Accu Holding AG: Einladung zur Generalversammlung und Ernennung eines weiteren Mitglieds der Konzernleitung (deutsch) 15.05.',DE
'09.11.15 – 01:56 min Mediathek Familiennachzug von Flüchtlingen De-Maizière-Vorstoß entzweit Regierungskoalition Einer dieser Werte ist die Achtung der Familie.',DE
'0day-Exploits werden auf dem ohnehin bereits von konkurrierenden Geheimdiensten finanzierten kriminellen Schwarzmarkt für sechs- bis achtstellige Euro-Beträge gehandelt.',DE
'1/12 Im Entwerfen von Autos hat Apples iCar-Designer Erfahrung: Marc Newsons Konzeptstudie Ford 021 C, die 1999 in Tokio präsentiert wurde.',DE
'11395 Russische Fischer fangen mystischen Fisch mit BrontosauruskopfEin merkwürdiger Fischfang ist ins Netz russischer Fischer im Gebiet Archangelsk geraten, teilte das örtliche Nachrichtenportal 29.ru mit.',DE
'11863 Kerry für Sofortverhandlungen mit Russland über IS-Bekämpfung in SyrienDie USA drängen Russland zu Verhandlungen über den Kampf gegen die Terrormiliz Islamischer Staat (IS) in Syrien.',DE
'!11elf"-Karte zieht hier auch nicht.',DE
'12.07.2015 – 10:00 Fernsehen Mainz (ots) - Wurde der Sowjetunion im Zuge der Verhandlungen über die Deutsche Einheit im Jahr 1990 tatsächlich versprochen, die NATO würde nicht Richtung Osten expandieren?',DE
'12.30 Uhr: Herzlich willkommen zum Live-Ticker von FOCUS Online.',DE
'1,3 Millionen kosteten die beiden Boxen, in denen komplette Führerstände der sogenannten Type V, der im Vergleich zu den "Silberpfeilen" moderneren, nicht abgeteilten U-Bahn-Züge, eingebaut wurden.',DE
'13 Prozent mehr Deshalb würden die Kunden vermehrt sämtliche Dienste - TV, Internet und Festnetztelefonie - bei einem einzigen Anbieter nachfragen.',DE
'1498 Außenamtschef: Baku kommt Assoziierungsabkommen mit EU nicht zupasseBaku kommt das Assoziierungsabkommen mit der Europäischen Union nicht zupasse.',DE
'1/5 Mitzie bittet um Einlass Mitzie klopft an die Balkontüre, um auf sich aufmerksam zu machen.',DE
'16.06 Uhr: Ein Countdown zählt nach unten.',DE
'17.12.2015 – 11:51 Köln (ots) - Hildegard Knef (1925-2002) gehört zu den schillerndsten und widersprüchlichsten Künstlerinnen Deutschlands und wäre in diesem Jahr 90 Jahre alt geworden.',DE
'1945, 15. Oktober: Der ehemalige Ministerpräsident des Vichy-Regimes.',DE
'1997 holte Jelzin Nemzow wieder nach Moskau und ernannte ihn zum Vizepremier, zuständig für Sozial- und Wirtschaftspolitik.',DE
'1 Alle stinken – sind aber wohlauf Feuerwehr fischt Rind aus Güllen-Loch 2 Schweizer Forschung endlich Weltklasse!',DE
'1. «Du siehst aus wie ein Emirates-Mädchen»',DE
'1 Er verjagt unsanft die Katze Ätsch, hier kommt die Quittung!',DE
'2006: Der Iran nimmt die Urananreicherung wieder auf und wendet das Zusatzprotokoll nicht mehr an. Der UN-Sicherheitsrat verhängt erste Sanktionen gegen Teheran.',DE
'2015 soll für Uber das Jahr werden, „in dem wir eine neue Partnerschaften mit EU-Städten schließen“, verkündete der Uber-Chef.',DE
'20. August 2015 Streit und schlechte Laune im Urlaub zu zweit?',DE
'20 Dinge, für die das Ackern steht Wir haben uns zum Jubiläum auf dem Sonnenblumenfeld umgehört.',DE
'2300 Flüchtlinge leben derzeit auf engem Raum in drei Hallen des Hangars.',DE
'24 Leserempfehlungen Reaktionen auf diesen Kommentar anzeigen George Soros der Teufel in Person wäre.',DE
'25.000 Menschen sollen hier einmal gewohnt haben.',DE
'25 Kämpfer bei Explosion in Moschee getötet Bei einer Explosion in einer Moschee im Norden Syriens sind mindestens 25 Mitglieder der Nusra-Front getötet worden.',DE
'26.08.2015 10:41 Uhr Julia Schmidt vorlesen Sollten sich für überarbeitungswürdige Komponenten nicht genügend Committer finden, kann die Foundation nun über Spenden den Einsatz von Community-Mitgliedern zum Erledigen entsprechender Arbeiten finanzieren.',DE
'26. August 2015 09:41 Anschlag auf Flüchtlingsheim verübt Ein Vermummter warf einen Brandsatz in das noch unbewohntes Gebäude.',DE
'26. Dezember 2015 22:10 Nach Brand wieder in Betrieb Belgien: Atomreaktor sorgt für Unmut Die 40 jahre alte Anlage ist besonders in Deutschland sehr umstritten.',DE
'28.130 Zuschauer in der WWK-Arena erlebten kurz vor der Pause einen ersten, unrühmlichen Höhepunkt, als Augsburgs Stürmer Raul Bobadilla für sein zweites ungestümes Einsteigen gegen Hertha-Kapitän Fabian Lustenberger die Gelb-Rote Karte sah (45.+2).',DE
'284032 Tschetscheniens Republikchef Kadyrow warnt vor neuer Eskalation des IS-TerrorsTschetscheniens Republikchef Ramsan Kadyrow hat heftig auf ein Video des Islamischen Staates reagiert, das vor einigen Tagen im Internet veröffentlicht wurde.',DE
'2. Kontrollieren Sie unter Windows im Gerätemanager („devmgmt.',DE
'2 Leserempfehlungen Antwort auf "Publikationsbias" Reaktionen auf diesen Kommentar anzeigen Ich ergänze.',DE
'2 Stunden geht das Event Terry Myerson, Executive Vice President of Windows und Xbox Operating Systems Group, legt los Trommelwirbel, es geht los, Musik aus, Licht aus, Gänsehaut Das Windows-10-Event fällt verhältnismäßig klein aus.',DE
'2. Tinder ist ein Trend, leider kein nachhaltiger.',DE
'2 Zürcher Polizeichef gnädig Besetzer müssen nicht blechen 3 Brudermord von Elgg Zwei Jahre nach der Tat muss Leandro F. (17) vor..',DE
'30. April 2015 Ernst-Ulrich Kneitschel Veranstaltungen > Bühne Keine Kommentare 1. Mai: Kinderchor präsentiert: Was glaubst denn Du?',DE
'«3:0 gegen Barcelona ist nicht einfach.»',DE
'31.10.2015 – 15:48 Aalen (ots) - B29 - Mögglingen: Auffahrunfall mit drei Beteiligten Am Freitag, gegen 17.50 Uhr, befuhr eine 26-jährige Skoda-Lenkerin die B29 von Schwäbisch Gmünd in Richtung Aalen.',DE
'31697 US-Gericht erlaubt NSA Wiederaufnahme elektronischer ÜberwachungNach knapp einem Monat Pause darf die NSA wieder elektronisch ausspähen.',DE
'31. Minute (2. Drittel) Mit Musik und diesen Papier-Klatschen schaffen es die Heimfans, die Linzer akustisch zu überstimmen.',DE
'33 spannende Produkte aus der vernetzten Welt Danach funktioniert alles wie am Schnürchen.',DE
'3479 Kreml dementiert: Russland drohte im Krim-Streit nie mit AtomwaffenRussland hat dem Westen im Krim-Streit nie mit Atomwaffen gedroht, erklärte Dmitri Peskow, der Pressesprecher des russischen Präsidenten,am Donnerstag in Moskau.',DE
'359448 Türkei von demokratischen Normen weit entfernt - Anwältin über Erdogan-Gollum-ProzessEin Arzt twitterte Bilder von Präsident Erdogan und der "Herr der Ringe"-Figur Gollum nebeneinander.',DE
'38. Achtung bei der Hausarbeit Den Staubsauger in lockeren Längsbahnen schieben.',DE
'3 Das miese Geschäft mit der Not der Flug-Passagiere Gestrandet und..',DE
'3. Nur Weisweiler und Heynckes schafften mehr Nachdem Entenmann eingeholt ist, bewegt sich Schubert auch vereinsintern in historischen Sphären.',DE
'40 Leserempfehlungen Reaktionen auf diesen Kommentar anzeigen jetzt schmeißt sich Athen auch noch an Moskau ran, ohne daran zu denken, dass dies die europäischen Partner, die ohnehin schon die Nase voll haben, vor den Kopf stoßen könnte.',DE
